county_fips,CountyName,State,total_population,weighted_low_access,weighted_low_income_access
51710,Norfolk,VA,63087.0,53.84,13.4
51730,Petersburg,VA,20592.0,53.83,13.31
51740,Portsmouth,VA,9918.0,20.18,1.8
51750,Radford,VA,9519.0,14.0,6.9
51760,Richmond City,VA,46687.0,49.93,10.81
51770,Roanoke City,VA,55553.0,50.15,11.01
51775,Salem,VA,10321.0,28.54,2.16
51800,Suffolk,VA,8411.0,62.78,17.45
51810,Virginia Beach,VA,42470.0,47.01,4.79
51830,Williamsburg,VA,2313.0,26.8,6.2
53001,Adams,WA,1895.0,88.2,10.6
53003,Asotin,WA,3190.0,15.7,1.3
53005,Benton,WA,10864.0,25.3,3.44
53007,Chelan,WA,8217.0,66.3,12.3
53009,Clallam,WA,12848.0,72.14,10.81
53011,Clark,WA,17144.0,49.45,10.2
53015,Cowlitz,WA,4509.0,13.3,5.2
53017,Douglas,WA,9841.0,41.87,7.46
53019,Ferry,WA,4416.0,73.71,16.19
53021,Franklin,WA,6810.0,41.1,10.8
53023,Garfield,WA,2397.0,99.13,14.11
53025,Grant,WA,36086.0,47.95,8.45
53027,Grays Harbor,WA,10652.0,34.84,6.73
53029,Island,WA,15148.0,87.04,7.74
53031,Jefferson,WA,2895.0,59.87,9.41
53033,King,WA,86886.0,39.68,5.37
53035,Kitsap,WA,11078.0,41.74,6.27
53037,Kittitas,WA,5929.0,52.5,34.3
53039,Klickitat,WA,19161.0,18.15,3.27
53041,Lewis,WA,18360.0,52.88,8.66
53043,Lincoln,WA,8439.0,78.93,10.46
53045,Mason,WA,9818.0,69.82,8.47
53047,Okanogan,WA,10475.0,22.66,4.65
53049,Pacific,WA,1317.0,70.8,13.1
53051,Pend Oreille,WA,2470.0,60.0,10.4
53053,Pierce,WA,44228.0,53.79,15.46
53057,Skagit,WA,10761.0,30.9,3.84
53061,Snohomish,WA,44855.0,35.03,5.06
53063,Spokane,WA,52444.0,42.25,6.46
53065,Stevens,WA,17342.0,51.32,11.54
53067,Thurston,WA,4561.0,84.9,7.9
53071,Walla Walla,WA,10108.0,39.16,8.16
53073,Whatcom,WA,6410.0,12.2,2.0
53075,Whitman,WA,10315.0,72.99,11.56
53077,Yakima,WA,43173.0,23.18,4.89
54001,Barbour,WV,3467.0,23.8,6.7
54003,Berkeley,WV,21019.0,75.46,8.55
54007,Braxton,WV,5408.0,42.5,10.4
54011,Cabell,WV,2647.0,100.0,76.5
54013,Calhoun,WV,3973.0,44.8,10.2
54015,Clay,WV,3618.0,25.9,8.0
54019,Fayette,WV,8182.0,37.4,9.9
54021,Gilmer,WV,4897.0,13.0,2.5
54023,Grant,WV,3286.0,47.2,9.0
54025,Greenbrier,WV,4137.0,25.5,7.2
54033,Harrison,WV,5870.0,35.34,8.72
54039,Kanawha,WV,13820.0,81.5,20.78
54049,Marion,WV,6506.0,42.21,10.65
54051,Marshall,WV,3522.0,76.01,15.6
54053,Mason,WV,6750.0,20.1,5.1
54055,Mercer,WV,7684.0,17.61,3.55
54059,Mingo,WV,4281.0,12.6,4.7
54061,Monongalia,WV,12334.0,50.81,15.1
54069,Ohio,WV,1596.0,100.0,34.39
54077,Preston,WV,7037.0,28.03,6.15
54081,Raleigh,WV,12262.0,58.95,13.12
54083,Randolph,WV,4461.0,18.7,4.4
54087,Roane,WV,4145.0,26.6,7.5
54097,Upshur,WV,4155.0,36.1,9.1
54103,Wetzel,WV,4406.0,56.2,12.7
55001,Adams,WI,7989.0,20.51,2.3
55003,Ashland,WI,9198.0,55.91,6.3
55007,Bayfield,WI,6383.0,39.78,4.9
55009,Brown,WI,24628.0,45.04,9.47
55013,Burnett,WI,6011.0,24.51,2.38
55019,Clark,WI,8015.0,19.24,2.42
55023,Crawford,WI,2991.0,56.4,9.0
55025,Dane,WI,26113.0,40.76,9.37
55035,Eau Claire,WI,5401.0,73.8,15.1
55037,Florence,WI,2096.0,24.8,2.9
55041,Forest,WI,1444.0,41.5,4.9
55043,Grant,WI,6974.0,35.5,5.58
55049,Iowa,WI,3223.0,22.6,1.9
55053,Jackson,WI,3897.0,14.0,1.4
55057,Juneau,WI,4361.0,67.7,7.8
55059,Kenosha,WI,9156.0,70.41,8.09
55063,La Crosse,WI,5109.0,82.0,18.2
55067,Langlade,WI,14082.0,41.24,4.11
55071,Manitowoc,WI,5581.0,33.2,4.1
55073,Marathon,WI,4832.0,100.0,15.7
55075,Marinette,WI,7984.0,54.87,5.27
55078,Menominee,WI,4562.0,31.5,9.7
55079,Milwaukee,WI,62145.0,72.37,20.49
55081,Monroe,WI,4113.0,26.0,5.2
55083,Oconto,WI,5249.0,37.13,3.54
55085,Oneida,WI,5399.0,15.0,1.0
55087,Outagamie,WI,3267.0,26.2,4.1
55093,Pierce,WI,6559.0,54.46,3.99
55097,Portage,WI,6930.0,27.5,5.4
55099,Price,WI,5337.0,75.32,7.52
55101,Racine,WI,24318.0,59.53,12.2
55103,Richland,WI,2890.0,47.4,6.4
55105,Rock,WI,17468.0,71.73,10.63
55107,Rusk,WI,10960.0,42.1,4.89
55113,Sawyer,WI,7123.0,64.06,7.38
55115,Shawano,WI,3974.0,36.1,3.7
55119,Taylor,WI,2959.0,67.9,10.5
55123,Vernon,WI,12086.0,38.65,6.19
55125,Vilas,WI,4311.0,44.5,3.5
55127,Walworth,WI,9632.0,39.0,13.3
55129,Washburn,WI,8015.0,30.59,2.97
55133,Waukesha,WI,1859.0,100.0,20.7
55139,Winnebago,WI,23358.0,75.83,18.22
56001,Albany,WY,6688.0,93.3,20.03
56013,Fremont,WY,10937.0,22.34,4.08
56015,Goshen,WY,2900.0,59.4,10.7
56021,Laramie,WY,8250.0,71.11,6.86
56025,Natrona,WY,3692.0,70.3,21.6
56027,Niobrara,WY,2407.0,24.2,3.7
